DistrictType,Office,Party,DistrictNumber,Votes,Year
Congressional District,Treasurer,Green,CD16,4011,2020
Congressional District,Treasurer,Green,CD17,5005,2020
Congressional District,Treasurer,Green,CD18,6887,2020
Congressional District,Treasurer,Green,CD2,3513,2020
Congressional District,Treasurer,Green,CD3,6474,2020
Congressional District,Treasurer,Green,CD4,5169,2020
Congressional District,Treasurer,Green,CD5,3777,2020
Congressional District,Treasurer,Green,CD6,4767,2020
Congressional District,Treasurer,Green,CD7,4531,2020
Congressional District,Treasurer,Green,CD8,4176,2020
Congressional District,Treasurer,Green,CD9,4538,2020
Congressional District,Treasurer,Libertarian,CD1,8735,2020
Congressional District,Treasurer,Libertarian,CD10,9833,2020
Congressional District,Treasurer,Libertarian,CD11,8978,2020
Congressional District,Treasurer,Libertarian,CD12,7818,2020
Congressional District,Treasurer,Libertarian,CD13,7693,2020
Congressional District,Treasurer,Libertarian,CD14,8118,2020
Congressional District,Treasurer,Libertarian,CD15,8449,2020
Congressional District,Treasurer,Libertarian,CD16,10277,2020
Congressional District,Treasurer,Libertarian,CD17,10738,2020
Congressional District,Treasurer,Libertarian,CD18,9095,2020
Congressional District,Treasurer,Libertarian,CD2,4821,2020
Congressional District,Treasurer,Libertarian,CD3,4869,2020
Congressional District,Treasurer,Libertarian,CD4,9261,2020
Congressional District,Treasurer,Libertarian,CD5,6188,2020
Congressional District,Treasurer,Libertarian,CD6,8290,2020
Congressional District,Treasurer,Libertarian,CD7,9062,2020
Congressional District,Treasurer,Libertarian,CD8,7610,2020
Congressional District,Treasurer,Libertarian,CD9,8494,2020
Congressional District,Treasurer,Other,CD1,,2020
Congressional District,Treasurer,Other,CD10,,2020
Congressional District,Treasurer,Other,CD11,,2020
Congressional District,Treasurer,Other,CD12,,2020
Congressional District,Treasurer,Other,CD13,,2020
Congressional District,Treasurer,Other,CD14,,2020
Congressional District,Treasurer,Other,CD15,,2020
Congressional District,Treasurer,Other,CD16,,2020
Congressional District,Treasurer,Other,CD17,,2020
Congressional District,Treasurer,Other,CD18,,2020
Congressional District,Treasurer,Other,CD2,,2020
Congressional District,Treasurer,Other,CD3,,2020
Congressional District,Treasurer,Other,CD4,,2020
Congressional District,Treasurer,Other,CD5,,2020
Congressional District,Treasurer,Other,CD6,,2020
Congressional District,Treasurer,Other,CD7,,2020
Congressional District,Treasurer,Other,CD8,,2020
Congressional District,Treasurer,Other,CD9,,2020
Congressional District,Treasurer,Republican,CD1,207120,2020
Congressional District,Treasurer,Republican,CD10,202721,2020
Congressional District,Treasurer,Republican,CD11,235577,2020
Congressional District,Treasurer,Republican,CD12,229560,2020
Congressional District,Treasurer,Republican,CD13,255962,2020
Congressional District,Treasurer,Republican,CD14,225411,2020
Congressional District,Treasurer,Republican,CD15,237409,2020
Congressional District,Treasurer,Republican,CD16,203399,2020
Congressional District,Treasurer,Republican,CD17,201753,2020
Congressional District,Treasurer,Republican,CD18,126466,2020
Congressional District,Treasurer,Republican,CD2,75573,2020
Congressional District,Treasurer,Republican,CD3,34275,2020
Congressional District,Treasurer,Republican,CD4,171633,2020
Congressional District,Treasurer,Republican,CD5,142757,2020
Congressional District,Treasurer,Republican,CD6,177210,2020
Congressional District,Treasurer,Republican,CD7,173233,2020
Congressional District,Treasurer,Republican,CD8,169510,2020
Congressional District,Treasurer,Republican,CD9,219178,2020
Congressional District,US Congress,All,CD1,441679,2020
Congressional District,US Congress,All,CD10,391834,2020
Congressional District,US Congress,All,CD11,383240,2020
Congressional District,US Congress,All,CD12,340268,2020
Congressional District,US Congress,All,CD13,364505,2020
Congressional District,US Congress,All,CD14,374082,2020
Congressional District,US Congress,All,CD15,347206,2020
Congressional District,US Congress,All,CD16,354048,2020
Congressional District,US Congress,All,CD17,434537,2020
Congressional District,US Congress,All,CD18,384247,2020
Congressional District,US Congress,All,CD2,272788,2020
Congressional District,US Congress,All,CD3,372761,2020
Congressional District,US Congress,All,CD4,444750,2020
Congressional District,US Congress,All,CD5,394459,2020
Congressional District,US Congress,All,CD6,403966,2020
Congressional District,US Congress,All,CD7,376830,2020
Congressional District,US Congress,All,CD8,343787,2020
Congressional District,US Congress,All,CD9,351268,2020
Congressional District,US Congress,Democratic,CD1,191875,2020
Congressional District,US Congress,Democratic,CD10,182938,2020
Congressional District,US Congress,Democratic,CD11,141325,2020
Congressional District,US Congress,Democratic,CD12,99216,2020
Congressional District,US Congress,Democratic,CD13,96664,2020
Congressional District,US Congress,Democratic,CD14,132028,2020
Congressional District,US Congress,Democratic,CD15,92151,2020
Congressional District,US Congress,Democratic,CD16,143962,2020
Congressional District,US Congress,Democratic,CD17,222253,2020
Congressional District,US Congress,Democratic,CD18,266084,2020
Congressional District,US Congress,Democratic,CD2,197841,2020
Congressional District,US Congress,Democratic,CD3,339178,2020
Congressional District,US Congress,Democratic,CD4,264637,2020
Congressional District,US Congress,Democratic,CD5,254844,2020
Congressional District,US Congress,Democratic,CD6,226440,2020
Congressional District,US Congress,Democratic,CD7,195462,2020
Congressional District,US Congress,Democratic,CD8,178004,2020
Congressional District,US Congress,Democratic,CD9,118272,2020
Congressional District,US Congress,Green,CD1,,2020
Congressional District,US Congress,Green,CD10,,2020
Congressional District,US Congress,Green,CD11,,2020
Congressional District,US Congress,Green,CD12,,2020
Congressional District,US Congress,Green,CD13,,2020
Congressional District,US Congress,Green,CD14,,2020
Congressional District,US Congress,Green,CD15,,2020
Congressional District,US Congress,Green,CD16,,2020
Congressional District,US Congress,Green,CD17,,2020
Congressional District,US Congress,Green,CD18,,2020
Congressional District,US Congress,Green,CD2,,2020
Congressional District,US Congress,Green,CD3,,2020
Congressional District,US Congress,Green,CD4,,2020
Congressional District,US Congress,Green,CD5,,2020
Congressional District,US Congress,Green,CD6,,2020
Congressional District,US Congress,Green,CD7,,2020
Congressional District,US Congress,Green,CD8,,2020
Congressional District,US Congress,Green,CD9,,2020
Congressional District,US Congress,Libertarian,CD1,,2020
Congressional District,US Congress,Libertarian,CD10,,2020
Congressional District,US Congress,Libertarian,CD11,,2020
Congressional District,US Congress,Libertarian,CD12,,2020
Congressional District,US Congress,Libertarian,CD13,,2020
Congressional District,US Congress,Libertarian,CD14,,2020
Congressional District,US Congress,Libertarian,CD15,,2020
Congressional District,US Congress,Libertarian,CD16,,2020
Congressional District,US Congress,Libertarian,CD17,,2020
Congressional District,US Congress,Libertarian,CD18,,2020
Congressional District,US Congress,Libertarian,CD2,,2020
Congressional District,US Congress,Libertarian,CD3,,2020
Congressional District,US Congress,Libertarian,CD4,,2020
Congressional District,US Congress,Libertarian,CD5,,2020
Congressional District,US Congress,Libertarian,CD6,,2020
Congressional District,US Congress,Libertarian,CD7,,2020
Congressional District,US Congress,Libertarian,CD8,,2020
Congressional District,US Congress,Libertarian,CD9,,2020
Congressional District,US Congress,Other,CD1,,2020
Congressional District,US Congress,Other,CD10,,2020
Congressional District,US Congress,Other,CD11,,2020
Congressional District,US Congress,Other,CD12,,2020
Congressional District,US Congress,Other,CD13,,2020
Congressional District,US Congress,Other,CD14,,2020
Congressional District,US Congress,Other,CD15,,2020
Congressional District,US Congress,Other,CD16,,2020
Congressional District,US Congress,Other,CD17,,2020
Congressional District,US Congress,Other,CD18,,2020
Congressional District,US Congress,Other,CD2,,2020
Congressional District,US Congress,Other,CD3,,2020
Congressional District,US Congress,Other,CD4,,2020
Congressional District,US Congress,Other,CD5,,2020
Congressional District,US Congress,Other,CD6,,2020
Congressional District,US Congress,Other,CD7,,2020
Congressional District,US Congress,Other,CD8,,2020
Congressional District,US Congress,Other,CD9,,2020
Congressional District,US Congress,Republican,CD1,249804,2020
Congressional District,US Congress,Republican,CD10,208896,2020
Congressional District,US Congress,Republican,CD11,241915,2020
Congressional District,US Congress,Republican,CD12,241052,2020
Congressional District,US Congress,Republican,CD13,267841,2020
Congressional District,US Congress,Republican,CD14,242054,2020
Congressional District,US Congress,Republican,CD15,255055,2020
Congressional District,US Congress,Republican,CD16,210086,2020
Congressional District,US Congress,Republican,CD17,212284,2020
Congressional District,US Congress,Republican,CD18,118163,2020
Congressional District,US Congress,Republican,CD2,74947,2020
Congressional District,US Congress,Republican,CD3,33583,2020
Congressional District,US Congress,Republican,CD4,180113,2020
Congressional District,US Congress,Republican,CD5,139615,2020
Congressional District,US Congress,Republican,CD6,177526,2020
Congressional District,US Congress,Republican,CD7,181368,2020
Congressional District,US Congress,Republican,CD8,165783,2020
Congressional District,US Congress,Republican,CD9,232996,2020
County,Auditor,All,Adams,55554,2020
County,Auditor,All,Allegheny,705771,2020
County,Auditor,All,Armstrong,35787,2020
County,Auditor,All,Beaver,92945,2020
County,Auditor,All,Bedford,27110,2020
County,Auditor,All,Berks,200830,2020
County,Auditor,All,Blair,62758,2020
County,Auditor,All,Bradford,29288,2020
County,Auditor,All,Bucks,388745,2020
County,Auditor,All,Butler,110680,2020
County,Auditor,All,Cambria,69424,2020
County,Auditor,All,Cameron,2387,2020
County,Auditor,All,Carbon,32784,2020
County,Auditor,All,Centre,76146,2020
County,Auditor,All,Chester,310784,2020
County,Auditor,All,Clarion,19203,2020
County,Auditor,All,Clearfield,38812,2020
County,Auditor,All,Clinton,17325,2020
